household_id,person_id,country,sex,age,relhh,marstat,educ,hosp12,wat_source,stove,refrigerator,tv,bike,motorbike,computer,car,video,stereo,sew,merge_index
7.03E+14,2,Tanzania,1,36,3,0,1,0,0,1,1,1,0,0,0,0,1,1,0,12319
7.03E+14,12,Tanzania,0,28,4,0,1,0,0,1,1,1,0,0,0,0,0,1,0,12230
8.01E+14,5,Tanzania,1,15,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,12513
1.80E+15,2,Tanzania,1,36,2,1,1,0,0,1,0,0,1,1,0,0,0,1,0,15529
1.20E+15,1,Tanzania,0,32,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13827
5.20E+15,2,Tanzania,1,25,2,1,1,0,0,1,0,1,1,0,0,0,0,1,0,16475
1.70E+15,4,Tanzania,0,34,3,0,2,0,0,0,0,0,1,0,0,0,0,1,1,15001
7.03E+14,3,Tanzania,1,17,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,12484
5.30E+15,1,Tanzania,0,29,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,16880
1.60E+15,2,Tanzania,1,43,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,14665
7.01E+14,2,Tanzania,0,36,3,1,1,0,0,1,0,1,0,0,0,0,1,1,0,11567
2.03E+14,5,Tanzania,1,25,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,10148
1.71E+15,1,Tanzania,0,65,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,15152
7.01E+14,6,Tanzania,1,17,4,0,1,0,0,1,0,1,0,1,0,0,1,1,0,11612
5.40E+15,1,Tanzania,0,47,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,17233
1.40E+15,2,Tanzania,1,36,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,14374
2.00E+15,2,Tanzania,1,26,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,16150
7.01E+14,1,Tanzania,0,27,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,11218
1.70E+15,1,Tanzania,1,24,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,14999
1.03E+14,2,Tanzania,1,28,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9994
1.30E+15,4,Tanzania,0,18,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,14128
7.03E+14,1,Tanzania,0,29,1,0,2,0,0,1,0,1,0,0,0,0,1,1,0,12317
5.20E+15,2,Tanzania,1,33,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,16485
5.30E+15,1,Tanzania,1,47,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,17104
1.00E+15,2,Tanzania,0,17,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13328
7.01E+14,1,Tanzania,1,42,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,11668
1.50E+15,3,Tanzania,0,18,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,14646
2.04E+14,2,Tanzania,1,32,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,10224
4.01E+14,2,Tanzania,1,37,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,10505
1.30E+15,7,Tanzania,1,15,4,0,1,0,1,1,0,1,0,0,0,0,1,1,0,14158
3.04E+14,1,Tanzania,1,69,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,10392
5.50E+15,1,Tanzania,0,34,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,17397
1.00E+15,2,Tanzania,1,19,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13182
1.30E+15,2,Tanzania,1,31,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,14169
5.30E+15,1,Tanzania,0,52,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,16794
5.40E+15,2,Tanzania,1,17,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,17225
5.30E+15,1,Tanzania,0,60,1,1,2,0,0,0,1,1,1,0,0,0,1,1,1,17031
2.10E+15,1,Tanzania,0,33,1,1,2,0,0,1,0,1,0,1,0,0,0,1,0,16321
1.80E+15,3,Tanzania,1,28,2,1,1,0,0,0,0,1,1,1,0,0,1,1,0,15418
1.10E+15,1,Tanzania,0,61,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13579
1.80E+15,3,Tanzania,0,19,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15480
1.70E+15,2,Tanzania,1,29,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,15026
1.50E+15,1,Tanzania,0,51,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14592
9.03E+14,1,Tanzania,0,51,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,13029
5.30E+15,1,Tanzania,0,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16942
3.05E+14,1,Tanzania,0,36,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10426
5.40E+15,1,Tanzania,0,42,1,1,2,0,0,0,0,0,1,0,0,0,0,1,1,17221
8.05E+14,3,Tanzania,1,22,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,12711
7.01E+14,1,Tanzania,1,61,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,11751
8.06E+14,1,Tanzania,0,33,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,12752
5.30E+15,1,Tanzania,1,38,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,16596
2.00E+15,2,Tanzania,1,47,2,1,1,0,0,1,0,0,1,0,0,0,0,1,1,16152
5.30E+15,1,Tanzania,0,40,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,16590
7.01E+14,1,Tanzania,1,23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11543
7.03E+14,2,Tanzania,1,26,2,1,1,0,0,1,0,1,0,0,0,0,1,1,0,12260
1.50E+15,3,Tanzania,1,18,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,14569
7.01E+14,3,Tanzania,0,20,3,0,2,0,0,1,0,1,0,0,0,1,0,1,0,11520
5.30E+15,2,Tanzania,0,30,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,17011
5.40E+15,1,Tanzania,0,57,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,17180
7.01E+14,1,Tanzania,0,37,1,1,2,0,0,1,0,1,0,0,0,0,1,1,0,11431
1.70E+15,3,Tanzania,1,17,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15106
8.02E+14,2,Tanzania,1,33,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12598
1.40E+15,2,Tanzania,1,52,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14342
1.81E+15,5,Tanzania,0,24,3,0,3,0,0,1,0,1,1,0,0,0,1,1,0,15631
1.41E+15,1,Tanzania,0,42,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,14431
9.05E+14,2,Tanzania,1,54,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,13115
1.71E+15,3,Tanzania,0,31,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,15316
5.01E+14,2,Tanzania,1,18,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,10762
7.03E+14,5,Tanzania,0,31,3,0,1,0,0,1,1,1,0,0,0,0,0,1,0,12371
1.70E+15,3,Tanzania,0,23,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,14990
1.10E+15,1,Tanzania,1,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13589
1.20E+15,4,Tanzania,0,24,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,13854
7.03E+14,1,Tanzania,0,30,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,12440
1.20E+15,1,Tanzania,0,28,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13906
1.90E+15,2,Tanzania,1,50,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,15863
1.11E+15,5,Tanzania,0,16,4,0,1,0,1,1,0,0,0,0,0,0,0,1,0,13726
2.00E+15,1,Tanzania,1,49,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16077
1.20E+15,1,Tanzania,1,60,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13862
1.90E+15,1,Tanzania,0,30,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15795
7.03E+14,1,Tanzania,0,65,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,12332
1.60E+15,5,Tanzania,1,19,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,14788
1.40E+15,3,Tanzania,1,24,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,14312
1.90E+15,6,Tanzania,0,30,4,0,1,0,0,1,0,0,1,0,0,0,0,1,0,15695
4.06E+14,1,Tanzania,1,47,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10709
2.10E+15,4,Tanzania,0,19,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16256
1.81E+15,1,Tanzania,0,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15569
5.30E+15,1,Tanzania,0,46,1,1,2,0,0,1,1,1,1,1,0,0,0,1,0,17029
7.02E+14,4,Tanzania,0,25,3,0,1,0,0,1,1,1,0,0,0,0,0,1,0,11979
1.90E+15,1,Tanzania,0,47,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,15867
5.30E+15,2,Tanzania,1,23,2,1,1,0,0,1,0,1,1,0,0,0,1,1,0,16608
8.05E+14,3,Tanzania,0,24,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,12744
5.40E+15,2,Tanzania,1,44,2,1,1,1,1,1,0,1,1,0,1,1,1,1,1,17196
1.00E+15,1,Tanzania,0,71,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,13386
5.04E+14,1,Tanzania,0,21,1,0,2,0,0,1,0,1,0,0,0,0,1,1,1,10850
1.91E+15,2,Tanzania,1,36,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,15894
9.05E+14,4,Tanzania,1,31,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,13162
5.30E+15,1,Tanzania,0,47,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,16932
5.20E+15,2,Tanzania,1,28,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,16538
7.03E+14,2,Tanzania,1,32,2,1,0,1,0,1,0,0,1,0,0,0,0,1,0,12086
1.41E+15,1,Tanzania,0,42,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,14467
1.71E+15,4,Tanzania,1,14,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,15323
7.03E+14,1,Tanzania,0,33,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,12205
7.01E+14,4,Tanzania,0,17,3,0,1,0,1,1,0,1,0,0,0,0,0,0,1,11824
5.05E+14,2,Tanzania,1,18,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,10898
5.20E+15,1,Tanzania,0,35,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,16474
1.50E+15,3,Tanzania,1,21,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,14502
7.01E+14,2,Tanzania,0,26,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11190
6.01E+14,1,Tanzania,0,75,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,11045
8.05E+14,2,Tanzania,1,39,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,12731
9.03E+14,1,Tanzania,1,33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13045
7.01E+14,3,Tanzania,1,21,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,11643
1.10E+15,3,Tanzania,1,22,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,13615
1.91E+15,8,Tanzania,0,42,4,0,1,0,0,1,0,0,1,0,0,0,0,1,0,16059
5.10E+15,2,Tanzania,0,18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16384
1.05E+14,8,Tanzania,1,24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10057
1.10E+15,2,Tanzania,1,32,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,13499
5.50E+15,2,Tanzania,1,40,2,1,2,0,1,1,0,0,1,0,0,0,0,0,1,17410
1.20E+15,1,Tanzania,0,34,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,13756
5.03E+14,1,Tanzania,0,27,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,10819
1.11E+15,2,Tanzania,1,28,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,13644
1.00E+15,3,Tanzania,1,31,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,13232
5.10E+15,3,Tanzania,1,22,4,0,1,0,1,1,1,1,0,0,0,0,1,1,1,16434
4.05E+14,2,Tanzania,1,29,2,1,1,1,0,0,0,0,1,1,0,0,0,1,0,10691
5.20E+15,4,Tanzania,0,22,3,0,1,0,0,1,0,0,1,0,0,0,0,1,1,16501
7.01E+14,5,Tanzania,1,22,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,11624
1.41E+15,3,Tanzania,1,54,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,14403
7.03E+14,1,Tanzania,0,52,1,1,2,0,0,1,0,1,0,0,0,0,1,1,0,12378
1.81E+15,6,Tanzania,1,20,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,15596
5.50E+15,3,Tanzania,0,20,4,0,1,0,1,0,1,1,1,0,0,0,0,1,0,17348
5.30E+15,3,Tanzania,0,26,3,0,1,0,1,1,1,1,1,0,0,0,1,1,0,16866
1.50E+15,2,Tanzania,1,23,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14571
8.01E+14,1,Tanzania,1,46,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,12576
1.50E+15,1,Tanzania,0,37,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14557
1.05E+14,1,Tanzania,0,55,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,10059
5.10E+15,1,Tanzania,0,38,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,16422
2.02E+14,2,Tanzania,1,33,2,1,1,0,1,1,0,0,1,0,0,0,0,1,0,10118
1.60E+15,1,Tanzania,1,41,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14682
1.90E+15,2,Tanzania,1,59,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,15659
8.01E+14,1,Tanzania,0,23,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,12542
1.40E+15,6,Tanzania,1,19,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14294
3.01E+14,7,Tanzania,1,34,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,10257
1.50E+15,1,Tanzania,1,27,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,14535
1.30E+15,3,Tanzania,0,24,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,14048
1.70E+15,1,Tanzania,0,42,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15005
5.05E+14,2,Tanzania,1,48,2,1,1,0,1,1,0,0,1,0,0,0,0,1,0,10915
7.03E+14,10,Tanzania,1,24,3,0,1,0,0,1,1,1,1,1,0,0,1,1,0,12450
5.05E+14,2,Tanzania,1,32,2,1,1,0,0,1,0,0,1,0,0,0,0,1,1,10942
1.81E+15,2,Tanzania,0,35,4,0,1,0,1,1,0,1,0,0,0,0,1,1,0,15643
1.70E+15,1,Tanzania,0,69,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14942
1.71E+15,5,Tanzania,0,22,4,0,2,0,0,1,0,0,0,0,0,0,0,1,0,15293
5.30E+15,3,Tanzania,1,20,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,16663
7.01E+14,2,Tanzania,1,27,2,1,2,0,0,1,0,1,0,0,0,0,1,0,0,11715
6.06E+14,1,Tanzania,0,40,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,11132
1.20E+15,2,Tanzania,1,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13794
2.02E+14,1,Tanzania,0,27,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,10113
1.40E+15,2,Tanzania,1,21,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14210
9.03E+14,3,Tanzania,1,39,3,0,1,0,0,1,0,0,0,1,0,0,0,1,1,12942
3.05E+14,6,Tanzania,1,20,3,0,1,1,0,1,0,0,0,0,0,0,0,1,0,10432
7.01E+14,4,Tanzania,0,26,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,11623
5.50E+15,6,Tanzania,0,35,3,1,2,0,1,1,0,1,1,0,0,0,0,1,0,17323
7.03E+14,3,Tanzania,1,30,3,0,2,0,0,1,1,0,0,0,0,0,0,1,0,12387
1.21E+15,1,Tanzania,1,66,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,14012
5.30E+15,1,Tanzania,0,36,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,17073
7.01E+14,2,Tanzania,1,38,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,11183
1.21E+15,2,Tanzania,0,19,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,13910
1.30E+15,3,Tanzania,1,16,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14097
1.60E+15,1,Tanzania,0,41,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,14885
5.30E+15,6,Tanzania,1,19,3,0,1,0,1,1,1,1,0,1,0,0,1,1,1,16737
7.01E+14,6,Tanzania,0,38,3,0,1,0,0,1,0,0,0,0,0,0,0,1,1,11452
1.40E+15,1,Tanzania,1,41,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,14298
1.02E+14,1,Tanzania,0,45,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,9978
7.01E+14,6,Tanzania,0,26,4,0,1,0,0,1,0,0,1,0,0,0,0,1,0,11236
5.05E+14,4,Tanzania,0,27,4,0,1,0,1,1,1,1,1,0,0,0,0,1,0,10893
7.02E+14,2,Tanzania,1,56,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,11881
3.01E+14,2,Tanzania,1,55,2,1,0,0,1,1,0,0,1,0,0,0,0,1,0,10264
5.05E+14,1,Tanzania,0,26,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,10906
1.60E+15,2,Tanzania,1,29,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,14904
1.00E+15,4,Tanzania,1,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13319
1.80E+15,1,Tanzania,1,36,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,15442
2.04E+14,5,Tanzania,0,23,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10221
2.10E+15,1,Tanzania,0,74,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,16209
1.01E+15,2,Tanzania,1,31,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,13445
7.01E+14,7,Tanzania,0,19,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,11480
7.01E+14,2,Tanzania,1,26,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,11476
2.01E+15,2,Tanzania,1,48,2,1,1,0,1,1,0,1,1,0,0,0,1,1,1,16179
7.01E+14,1,Tanzania,0,45,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,11417
1.60E+15,1,Tanzania,0,26,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,14731
5.05E+14,3,Tanzania,1,36,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,10895
1.70E+15,4,Tanzania,1,18,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,14932
1.20E+15,2,Tanzania,0,28,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13820
5.30E+15,2,Tanzania,1,49,2,1,2,0,1,1,1,1,0,0,0,0,1,1,1,16836
1.70E+15,7,Tanzania,1,16,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0,15125
1.90E+15,2,Tanzania,0,39,3,0,1,0,0,1,0,1,1,0,0,0,1,1,1,15774
7.03E+14,5,Tanzania,1,23,4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,12279
7.01E+14,8,Tanzania,0,21,4,0,1,0,0,1,1,1,0,1,0,0,1,1,0,11539
5.05E+14,3,Tanzania,1,37,3,0,1,0,1,1,0,1,0,0,0,0,0,1,0,10917
5.40E+15,4,Tanzania,0,21,3,0,2,0,0,0,0,0,1,0,0,0,0,1,1,17227
1.80E+15,1,Tanzania,0,54,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,15488
1.71E+15,17,Tanzania,1,16,3,0,1,0,0,1,0,0,1,1,0,0,0,0,0,15172
3.05E+14,2,Tanzania,1,38,2,1,1,1,1,1,1,0,1,0,0,0,0,1,1,10497
1.10E+15,1,Tanzania,0,85,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,13505
9.02E+14,5,Tanzania,1,28,2,1,1,1,0,0,0,0,1,1,0,0,0,1,1,12923
5.40E+15,3,Tanzania,1,27,3,1,1,0,1,0,1,1,1,0,0,0,1,0,1,17123
8.01E+14,2,Tanzania,0,47,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,12498
7.02E+14,1,Tanzania,0,42,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,11966
5.30E+15,4,Tanzania,1,29,3,0,1,0,1,1,0,0,1,0,0,0,0,1,0,16706
1.10E+15,3,Tanzania,0,23,4,0,1,0,0,0,0,1,0,0,0,0,1,1,0,13516
9.02E+14,5,Tanzania,0,18,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12896
7.02E+14,1,Tanzania,0,33,1,1,3,0,0,1,1,1,0,0,1,1,1,0,0,11987
1.70E+15,5,Tanzania,0,19,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,14959
5.40E+15,2,Tanzania,1,18,3,0,2,1,1,1,1,1,1,0,0,0,1,1,1,17179
1.80E+15,3,Tanzania,1,24,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15553
9.01E+14,1,Tanzania,0,64,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12788
1.41E+15,1,Tanzania,0,65,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,14410
7.03E+14,2,Tanzania,0,16,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12288
7.01E+14,7,Tanzania,0,18,4,0,1,0,0,1,1,1,1,0,1,1,1,1,1,11279
9.01E+14,2,Tanzania,1,19,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,12800
1.70E+15,1,Tanzania,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14948
5.30E+15,1,Tanzania,0,52,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,17018
5.30E+15,3,Tanzania,1,72,4,0,1,0,0,1,0,1,0,1,0,0,1,1,0,17079
5.50E+15,4,Tanzania,1,24,3,0,2,0,1,1,1,1,1,0,0,0,1,0,1,17310
5.30E+15,1,Tanzania,0,53,1,1,2,0,0,1,0,0,0,0,0,0,0,1,1,16818
8.05E+14,1,Tanzania,0,56,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,12709
9.05E+14,3,Tanzania,1,20,3,0,1,1,1,1,0,0,1,0,0,0,0,1,1,13088
5.50E+15,1,Tanzania,1,55,1,1,2,0,1,1,1,1,1,0,0,0,0,0,0,17370
1.70E+15,2,Tanzania,1,47,2,1,2,0,0,0,0,0,1,0,0,0,0,1,0,15074
8.01E+14,3,Tanzania,0,21,4,0,2,0,0,1,0,0,1,0,0,0,0,1,0,12512
1.91E+15,1,Tanzania,0,45,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,15975
1.20E+15,1,Tanzania,0,38,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,13840
5.50E+15,2,Tanzania,1,27,2,1,3,0,1,1,1,1,0,0,0,0,0,1,1,17368
1.11E+15,1,Tanzania,0,41,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,13678
7.02E+14,12,Tanzania,0,18,3,0,1,0,1,1,1,1,0,1,0,0,1,1,0,11932
1.50E+15,2,Tanzania,1,28,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14589
5.30E+15,1,Tanzania,0,47,1,1,2,0,0,1,1,1,0,1,0,0,1,1,1,16563
7.03E+14,2,Tanzania,1,27,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12076
5.50E+15,1,Tanzania,0,37,1,1,2,0,0,1,0,1,1,0,0,0,0,1,1,17339
1.00E+15,2,Tanzania,1,68,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13273
1.80E+15,1,Tanzania,0,26,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,15444
7.01E+14,2,Tanzania,1,46,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0,11257
7.02E+14,1,Tanzania,0,55,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12012
8.04E+14,5,Tanzania,0,16,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12646
1.20E+15,2,Tanzania,1,51,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,13893
7.01E+14,1,Tanzania,0,48,1,0,3,0,0,1,1,1,1,0,1,0,1,1,0,11272
7.01E+14,1,Tanzania,1,29,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,11710
1.40E+15,1,Tanzania,0,74,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,14215
8.04E+14,2,Tanzania,1,43,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,12652
7.01E+14,3,Tanzania,1,23,4,0,1,0,1,1,1,1,0,0,0,0,1,1,1,11576
5.30E+15,1,Tanzania,1,30,1,0,3,0,1,1,0,0,0,0,0,0,0,1,0,17081
1.90E+15,1,Tanzania,0,28,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,15814
2.02E+14,1,Tanzania,0,41,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,10132
7.01E+14,1,Tanzania,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11658
1.70E+15,4,Tanzania,1,22,3,0,1,0,0,1,0,0,1,1,0,0,0,1,0,15017
5.30E+15,1,Tanzania,0,44,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,16592
5.50E+15,1,Tanzania,0,77,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,17355
6.01E+14,2,Tanzania,1,39,2,1,1,0,1,1,1,1,1,0,0,0,0,0,0,10995
7.03E+14,6,Tanzania,1,21,4,0,2,0,0,1,0,0,0,0,0,0,0,1,0,12101
5.30E+15,2,Tanzania,0,21,3,0,1,0,1,1,0,0,0,0,0,0,0,1,1,16642
3.05E+14,2,Tanzania,1,39,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0,10473
1.30E+15,2,Tanzania,1,27,2,1,1,0,0,1,0,1,1,0,0,0,1,1,0,14143
1.00E+15,1,Tanzania,0,45,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,13240
1.80E+15,2,Tanzania,1,32,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,15545
1.60E+15,9,Tanzania,1,46,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,14925
6.06E+14,1,Tanzania,0,39,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,11123
1.71E+15,3,Tanzania,1,18,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,15322
7.01E+14,2,Tanzania,1,38,2,1,1,0,0,1,0,1,0,0,0,1,0,1,0,11519
5.30E+15,6,Tanzania,0,21,3,0,1,0,0,1,1,1,1,0,0,0,1,1,1,16885
1.50E+15,1,Tanzania,0,35,1,1,2,0,0,1,0,1,1,1,0,0,1,1,1,14616
